City,Country,Scraping Link,Location,translated_original,translated_mymemory
Ribnica,Slovenia,,Ribnica Slovenia,nan,nan
Piran,Slovenia,,Piran Slovenia,nan,nan
Šempeter pri Gorici,Slovenia,,Šempeter pri Gorici Slovenia,nan,nan
Lenart v Slovenskih Goricah,Slovenia,,Lenart v Slovenskih Goricah Slovenia,nan,nan
Laško,Slovenia,,Laško Slovenia,nan,nan
Ljutomer,Slovenia,,Ljutomer Slovenia,nan,nan
Metlika,Slovenia,,Metlika Slovenia,nan,nan
Tolmin,Slovenia,,Tolmin Slovenia,nan,nan
Gornja Radgona,Slovenia,,Gornja Radgona Slovenia,nan,nan
Mežica,Slovenia,,Mežica Slovenia,nan,nan
Zreče,Slovenia,,Zreče Slovenia,nan,nan
Šoštanj,Slovenia,,Šoštanj Slovenia,nan,nan
Dravograd,Slovenia,,Dravograd Slovenia,nan,nan
Železniki,Slovenia,,Železniki Slovenia,nan,nan
Lendava,Slovenia,,Lendava Slovenia,nan,nan
Radeče,Slovenia,,Radeče Slovenia,nan,nan
Ormož,Slovenia,,Ormož Slovenia,nan,nan
Bovec,Slovenia,,Bovec Slovenia,nan,nan
Višnja Gora,Slovenia,,Višnja Gora Slovenia,nan,nan
Kostanjevica na Krki,Slovenia,,Kostanjevica na Krki Slovenia,nan,nan
Auki,Solomon Islands,,Auki Solomon Islands,nan,nan
Buala,Solomon Islands,,Buala Solomon Islands,nan,nan
Gizo,Solomon Islands,,Gizo Solomon Islands,nan,nan
Honiara,Solomon Islands,,Honiara Solomon Islands,nan,nan
Kamaosi,Solomon Islands,,Kamaosi Solomon Islands,nan,nan
Kirakira,Solomon Islands,,Kirakira Solomon Islands,nan,nan
Lata,Solomon Islands,,Lata Solomon Islands,nan,nan
Maniora,Solomon Islands,,Maniora Solomon Islands,nan,nan
Munda,Solomon Islands,,Munda Solomon Islands,nan,nan
Noro,Solomon Islands,,Noro Solomon Islands,nan,nan
Taro Island,Solomon Islands,,Taro Island Solomon Islands,nan,nan
Tigoa,Solomon Islands,,Tigoa Solomon Islands,nan,nan
Tulagi,Solomon Islands,,Tulagi Solomon Islands,nan,nan
São Paulo,Brazil,,São Paulo Brazil,nan,nan
Lima,Peru,,Lima Peru,nan,nan
Bogotá,Colombia,,Bogotá Colombia,nan,nan
Rio de Janeiro,Brazil,,Rio de Janeiro Brazil,nan,nan
Santiago,Chile,,Santiago Chile,nan,nan
Caracas,Venezuela,,Caracas Venezuela,nan,nan
Buenos Aires,Argentina,,Buenos Aires Argentina,nan,nan
Salvador,Brazil,,Salvador Brazil,nan,nan
Brasília,Brazil,,Brasília Brazil,nan,nan
Fortaleza,Brazil,,Fortaleza Brazil,nan,nan
Guayaquil,Ecuador,,Guayaquil Ecuador,nan,nan
Quito,Ecuador,,Quito Ecuador,nan,nan
Belo Horizonte,Brazil,,Belo Horizonte Brazil,nan,nan
Medellín,Colombia,,Medellín Colombia,nan,nan
Cali,Colombia,,Cali Colombia,nan,nan
Manaus,Brazil,,Manaus Brazil,nan,nan
Curitiba,Brazil,,Curitiba Brazil,nan,nan
Maracaibo,Venezuela,,Maracaibo Venezuela,nan,nan
Recife,Brazil,,Recife Brazil,nan,nan
Santa Cruz de la Sierra,Bolivia,,Santa Cruz de la Sierra Bolivia,nan,nan
Porto Alegre,Brazil,,Porto Alegre Brazil,nan,nan
Belém,Brazil,,Belém Brazil,nan,nan
Goiânia,Brazil,,Goiânia Brazil,nan,nan
Córdoba,Argentina,,Córdoba Argentina,nan,nan
Montevideo,Uruguay,,Montevideo Uruguay,nan,nan
Guarulhos,Brazil,,Guarulhos Brazil,nan,nan
Barranquilla,Colombia,,Barranquilla Colombia,nan,nan
Campinas,Brazil,,Campinas Brazil,nan,nan
Barquisimeto,Venezuela,,Barquisimeto Venezuela,nan,nan
São Luís,Brazil,,São Luís Brazil,nan,nan
São Gonçalo,Brazil,,São Gonçalo Brazil,nan,nan
Maceió,Brazil,,Maceió Brazil,nan,nan
Callao,Peru,,Callao Peru,nan,nan
Rosario,Argentina,,Rosario Argentina,nan,nan
Cartagena,Colombia,,Cartagena Colombia,nan,nan
Valencia,Venezuela,,Valencia Venezuela,nan,nan
El Alto,Bolivia,,El Alto Bolivia,nan,nan
Duque de Caxias,Brazil,,Duque de Caxias Brazil,nan,nan
Ciudad Guayana,Venezuela,,Ciudad Guayana Venezuela,nan,nan
Natal,Brazil,,Natal Brazil,nan,nan
Arequipa,Peru,,Arequipa Peru,nan,nan
Campo Grande,Brazil,,Campo Grande Brazil,nan,nan
Teresina,Brazil,,Teresina Brazil,nan,nan
São Bernardo do Campo,Brazil,,São Bernardo do Campo Brazil,nan,nan
Nova Iguaçu,Brazil,,Nova Iguaçu Brazil,nan,nan
Trujillo,Peru,,Trujillo Peru,nan,nan
João Pessoa,Brazil,,João Pessoa Brazil,nan,nan
La Paz,Bolivia,,La Paz Bolivia,nan,nan
Santo André,Brazil,,Santo André Brazil,nan,nan
Osasco,Brazil,,Osasco Brazil,nan,nan
São José dos Campos,Brazil,,São José dos Campos Brazil,nan,nan
La Plata,Argentina,,La Plata Argentina,nan,nan
Jaboatão dos Guararapes,Brazil,,Jaboatão dos Guararapes Brazil,nan,nan
Cochabamba,Bolivia,,Cochabamba Bolivia,nan,nan
Ribeirão Preto,Brazil,,Ribeirão Preto Brazil,nan,nan
Uberlândia,Brazil,,Uberlândia Brazil,nan,nan
Contagem,Brazil,,Contagem Brazil,nan,nan
Sorocaba,Brazil,,Sorocaba Brazil,nan,nan
Mar del Plata,Argentina,,Mar del Plata Argentina,nan,nan
Aracaju,Brazil,,Aracaju Brazil,nan,nan
Cúcuta,Colombia,,Cúcuta Colombia,nan,nan
Feira de Santana,Brazil,,Feira de Santana Brazil,nan,nan
Soledad,Colombia,,Soledad Colombia,nan,nan
Puente Alto,Chile,,Puente Alto Chile,nan,nan
Chiclayo,Peru,,Chiclayo Peru,nan,nan
Salta,Argentina,,Salta Argentina,nan,nan
San Miguel de Tucumán,Argentina,,San Miguel de Tucumán Argentina,nan,nan
Maturín,Venezuela,,Maturín Venezuela,nan,nan
Cuenca,Ecuador,,Cuenca Ecuador,nan,nan
Cuiabá,Brazil,,Cuiabá Brazil,nan,nan
Joinville,Brazil,,Joinville Brazil,nan,nan
Juiz de Fora,Brazil,,Juiz de Fora Brazil,nan,nan
Londrina,Brazil,,Londrina Brazil,nan,nan
Asunción,Paraguay,,Asunción Paraguay,nan,nan
Ibagué,Colombia,,Ibagué Colombia,nan,nan
Aparecida de Goiânia,Brazil,,Aparecida de Goiânia Brazil,nan,nan
Bucaramanga,Colombia,,Bucaramanga Colombia,nan,nan
Ananindeua,Brazil,,Ananindeua Brazil,nan,nan
Soacha,Colombia,,Soacha Colombia,nan,nan
Porto Velho,Brazil,,Porto Velho Brazil,nan,nan
Colombo,Sri Lanka,,Colombo Sri Lanka,nan,nan
Dehiwala- Mount Lavinia,Sri Lanka,,Dehiwala- Mount Lavinia Sri Lanka,nan,nan
Moratuwa,Sri Lanka,,Moratuwa Sri Lanka,nan,nan
Sri Jayawardenepura Kotte,Sri Lanka,,Sri Jayawardenepura Kotte Sri Lanka,nan,nan
Negombo,Sri Lanka,,Negombo Sri Lanka,nan,nan
Kandy,Sri Lanka,,Kandy Sri Lanka,nan,nan
Kalmunai,Sri Lanka,,Kalmunai Sri Lanka,nan,nan
Vavuniya,Sri Lanka,,Vavuniya Sri Lanka,nan,nan
Galle,Sri Lanka,,Galle Sri Lanka,nan,nan
Trincomalee,Sri Lanka,,Trincomalee Sri Lanka,nan,nan
Batticaloa,Sri Lanka,,Batticaloa Sri Lanka,nan,nan
Matale,Sri Lanka,,Matale Sri Lanka,nan,nan
Katunayake,Sri Lanka,,Katunayake Sri Lanka,nan,nan
Dambulla,Sri Lanka,,Dambulla Sri Lanka,nan,nan
Kolonnawa,Sri Lanka,,Kolonnawa Sri Lanka,nan,nan
Anuradhapura,Sri Lanka,,Anuradhapura Sri Lanka,nan,nan
Ratnapura,Sri Lanka,,Ratnapura Sri Lanka,nan,nan
Aarau,Switzerland,,Aarau Switzerland,nan,nan
Aarberg,Switzerland,,Aarberg Switzerland,nan,nan
Aarburg,Switzerland,,Aarburg Switzerland,nan,nan
Adliswil,Switzerland,,Adliswil Switzerland,nan,nan
Aesch,Switzerland,,Aesch Switzerland,nan,nan
Affoltern am Albis,Switzerland,,Affoltern am Albis Switzerland,nan,nan
Agno,Switzerland,,Agno Switzerland,nan,nan
Aigle,Switzerland,,Aigle Switzerland,nan,nan
Allschwil,Switzerland,,Allschwil Switzerland,nan,nan
Altdorf,Switzerland,,Altdorf Switzerland,nan,nan
Altstätten,Switzerland,,Altstätten Switzerland,nan,nan
Amriswil,Switzerland,,Amriswil Switzerland,nan,nan
Appenzell,Switzerland,,Appenzell Switzerland,nan,nan
Arbon,Switzerland,,Arbon Switzerland,nan,nan
Arlesheim,Switzerland,,Arlesheim Switzerland,nan,nan
Arosa,Switzerland,,Arosa Switzerland,nan,nan
Arth,Switzerland,,Arth Switzerland,nan,nan
Ascona,Switzerland,,Ascona Switzerland,nan,nan
Aubonne,Switzerland,,Aubonne Switzerland,nan,nan
Avenches,Switzerland,,Avenches Switzerland,nan,nan
Baar,Switzerland,,Baar Switzerland,nan,nan
Baden,Switzerland,,Baden Switzerland,nan,nan
Basel,Switzerland,,Basel Switzerland,nan,nan
Bassersdorf,Switzerland,,Bassersdorf Switzerland,nan,nan
Bellinzona,Switzerland,,Bellinzona Switzerland,nan,nan
Belp,Switzerland,,Belp Switzerland,nan,nan
Bern,Switzerland,,Bern Switzerland,nan,nan
Beromünster,Switzerland,,Beromünster Switzerland,nan,nan
Biasca,Switzerland,,Biasca Switzerland,nan,nan
Biel/Bienne,Switzerland,,Biel/Bienne Switzerland,nan,nan
Binningen,Switzerland,,Binningen Switzerland,nan,nan
Birsfelden,Switzerland,,Birsfelden Switzerland,nan,nan
Bischofszell,Switzerland,,Bischofszell Switzerland,nan,nan
Boudry,Switzerland,,Boudry Switzerland,nan,nan
Bourg-Saint-Pierre,Switzerland,,Bourg-Saint-Pierre Switzerland,nan,nan
Bremgarten,Switzerland,,Bremgarten Switzerland,nan,nan
Brig-Glis,Switzerland,,Brig-Glis Switzerland,nan,nan
Brugg,Switzerland,,Brugg Switzerland,nan,nan
Buchs,Switzerland,,Buchs Switzerland,nan,nan
Bülach,Switzerland,,Bülach Switzerland,nan,nan
Büren a.A.,Switzerland,,Büren a.A. Switzerland,nan,nan
Bulle,Switzerland,,Bulle Switzerland,nan,nan
Burgdorf,Switzerland,,Burgdorf Switzerland,nan,nan
Bussigny,Switzerland,,Bussigny Switzerland,nan,nan
Carouge,Switzerland,,Carouge Switzerland,nan,nan
Cham,Switzerland,,Cham Switzerland,nan,nan
Châtel-Saint-Denis,Switzerland,,Châtel-Saint-Denis Switzerland,nan,nan
Chêne-Bougeries,Switzerland,,Chêne-Bougeries Switzerland,nan,nan
Chiasso,Switzerland,,Chiasso Switzerland,nan,nan
Chur,Switzerland,,Chur Switzerland,nan,nan
Conthey,Switzerland,,Conthey Switzerland,nan,nan
Coppet,Switzerland,,Coppet Switzerland,nan,nan
Cossonay,Switzerland,,Cossonay Switzerland,nan,nan
Croglio,Switzerland,,Croglio Switzerland,nan,nan
Crissier,Switzerland,,Crissier Switzerland,nan,nan
Cudrefin,Switzerland,,Cudrefin Switzerland,nan,nan
Cully,Switzerland,,Cully Switzerland,nan,nan
Davos*,Switzerland,,Davos* Switzerland,nan,nan
Delémont,Switzerland,,Delémont Switzerland,nan,nan
Diessenhofen,Switzerland,,Diessenhofen Switzerland,nan,nan
Dietikon,Switzerland,,Dietikon Switzerland,nan,nan
Dübendorf,Switzerland,,Dübendorf Switzerland,nan,nan
Ebikon,Switzerland,,Ebikon Switzerland,nan,nan
Échallens,Switzerland,,Échallens Switzerland,nan,nan
Ecublens,Switzerland,,Ecublens Switzerland,nan,nan
Eglisau,Switzerland,,Eglisau Switzerland,nan,nan
Einsiedeln,Switzerland,,Einsiedeln Switzerland,nan,nan
Elgg,Switzerland,,Elgg Switzerland,nan,nan
Emmen,Switzerland,,Emmen Switzerland,nan,nan
Erlach,Switzerland,,Erlach Switzerland,nan,nan
Estavayer-le-Lac,Switzerland,,Estavayer-le-Lac Switzerland,nan,nan
Flawil,Switzerland,,Flawil Switzerland,nan,nan
Frauenfeld,Switzerland,,Frauenfeld Switzerland,nan,nan
Freienbach,Switzerland,,Freienbach Switzerland,nan,nan
Fribourg,Switzerland,,Fribourg Switzerland,nan,nan
Geneva,Switzerland,,Geneva Switzerland,nan,nan
Gland,Switzerland,,Gland Switzerland,nan,nan
Glarus,Switzerland,,Glarus Switzerland,nan,nan
Glarus Nord*,Switzerland,,Glarus Nord* Switzerland,nan,nan
Gordola,Switzerland,,Gordola Switzerland,nan,nan
Gossau,Switzerland,,Gossau Switzerland,nan,nan
Grandcour,Switzerland,,Grandcour Switzerland,nan,nan
Grandson,Switzerland,,Grandson Switzerland,nan,nan
Greifensee,Switzerland,,Greifensee Switzerland,nan,nan
Grenchen,Switzerland,,Grenchen Switzerland,nan,nan
Grüningen,Switzerland,,Grüningen Switzerland,nan,nan
Gruyères,Switzerland,,Gruyères Switzerland,nan,nan
Herisau,Switzerland,,Herisau Switzerland,nan,nan
Hermance,Switzerland,,Hermance Switzerland,nan,nan
Hinwil,Switzerland,,Hinwil Switzerland,nan,nan
Horgen,Switzerland,,Horgen Switzerland,nan,nan
Horw,Switzerland,,Horw Switzerland,nan,nan
Huttwil,Switzerland,,Huttwil Switzerland,nan,nan
Ilanz,Switzerland,,Ilanz Switzerland,nan,nan
Illnau-Effretikon,Switzerland,,Illnau-Effretikon Switzerland,nan,nan
Interlaken,Switzerland,,Interlaken Switzerland,nan,nan
Ittigen,Switzerland,,Ittigen Switzerland,nan,nan
Kaiserstuhl,Switzerland,,Kaiserstuhl Switzerland,nan,nan
Klingnau,Switzerland,,Klingnau Switzerland,nan,nan
Kloten,Switzerland,,Kloten Switzerland,nan,nan
Köniz,Switzerland,,Köniz Switzerland,nan,nan
Kreuzlingen,Switzerland,,Kreuzlingen Switzerland,nan,nan
Kriens,Switzerland,,Kriens Switzerland,nan,nan
Küsnacht,Switzerland,,Küsnacht Switzerland,nan,nan
La Chaux-de-Fonds,Switzerland,,La Chaux-de-Fonds Switzerland,nan,nan
La Neuveville,Switzerland,,La Neuveville Switzerland,nan,nan
La Sarraz,Switzerland,,La Sarraz Switzerland,nan,nan
La Tour-de-Peilz,Switzerland,,La Tour-de-Peilz Switzerland,nan,nan
La Tour-de-Trême,Switzerland,,La Tour-de-Trême Switzerland,nan,nan
Lachen,Switzerland,,Lachen Switzerland,nan,nan
Lancy,Switzerland,,Lancy Switzerland,nan,nan
Langenthal,Switzerland,,Langenthal Switzerland,nan,nan
Laufen,Switzerland,,Laufen Switzerland,nan,nan
Laufenburg,Switzerland,,Laufenburg Switzerland,nan,nan
Laupen,Switzerland,,Laupen Switzerland,nan,nan
Lausanne,Switzerland,,Lausanne Switzerland,nan,nan
Le Grand-Saconnex,Switzerland,,Le Grand-Saconnex Switzerland,nan,nan
Le Landeron,Switzerland,,Le Landeron Switzerland,nan,nan
Le Locle,Switzerland,,Le Locle Switzerland,nan,nan
Lenzburg,Switzerland,,Lenzburg Switzerland,nan,nan
Les Clées,Switzerland,,Les Clées Switzerland,nan,nan
Leuk,Switzerland,,Leuk Switzerland,nan,nan
Lichtensteig,Switzerland,,Lichtensteig Switzerland,nan,nan
Liestal,Switzerland,,Liestal Switzerland,nan,nan
Locarno,Switzerland,,Locarno Switzerland,nan,nan
Losone,Switzerland,,Losone Switzerland,nan,nan
Lugano,Switzerland,,Lugano Switzerland,nan,nan
Lutry,Switzerland,,Lutry Switzerland,nan,nan
Lucerne,Switzerland,,Lucerne Switzerland,nan,nan
Lyss,Switzerland,,Lyss Switzerland,nan,nan
Männedorf,Switzerland,,Männedorf Switzerland,nan,nan
Maienfeld,Switzerland,,Maienfeld Switzerland,nan,nan
Martigny,Switzerland,,Martigny Switzerland,nan,nan
Meilen,Switzerland,,Meilen Switzerland,nan,nan
Mellingen,Switzerland,,Mellingen Switzerland,nan,nan
Mendrisio,Switzerland,,Mendrisio Switzerland,nan,nan
Meyrin,Switzerland,,Meyrin Switzerland,nan,nan
Möhlin,Switzerland,,Möhlin Switzerland,nan,nan
Monthey,Switzerland,,Monthey Switzerland,nan,nan
Montreux,Switzerland,,Montreux Switzerland,nan,nan
Morcote |,Switzerland,,Morcote | Switzerland,nan,nan
Morges,Switzerland,,Morges Switzerland,nan,nan
Moudon,Switzerland,,Moudon Switzerland,nan,nan
Moutier,Switzerland,,Moutier Switzerland,nan,nan
Münchenbuchsee,Switzerland,,Münchenbuchsee Switzerland,nan,nan
Münchenstein,Switzerland,,Münchenstein Switzerland,nan,nan
Münsingen,Switzerland,,Münsingen Switzerland,nan,nan
Muri bei Bern,Switzerland,,Muri bei Bern Switzerland,nan,nan
Murten,Switzerland,,Murten Switzerland,nan,nan
Muttenz,Switzerland,,Muttenz Switzerland,nan,nan
Neuchâtel,Switzerland,,Neuchâtel Switzerland,nan,nan
Neuhausen am Rheinfall,Switzerland,,Neuhausen am Rheinfall Switzerland,nan,nan
Neunkirch,Switzerland,,Neunkirch Switzerland,nan,nan
Nidau,Switzerland,,Nidau Switzerland,nan,nan
Nyon,Switzerland,,Nyon Switzerland,nan,nan
Oberwil,Switzerland,,Oberwil Switzerland,nan,nan
Oftringen,Switzerland,,Oftringen Switzerland,nan,nan
Olten,Switzerland,,Olten Switzerland,nan,nan
Onex,Switzerland,,Onex Switzerland,nan,nan
Opfikon,Switzerland,,Opfikon Switzerland,nan,nan
Orbe,Switzerland,,Orbe Switzerland,nan,nan
Orsières,Switzerland,,Orsières Switzerland,nan,nan
Ostermundigen,Switzerland,,Ostermundigen Switzerland,nan,nan
Payerne,Switzerland,,Payerne Switzerland,nan,nan
Peseux,Switzerland,,Peseux Switzerland,nan,nan
Pfäffikon,Switzerland,,Pfäffikon Switzerland,nan,nan
Plan-les-Ouates,Switzerland,,Plan-les-Ouates Switzerland,nan,nan
Porrentruy,Switzerland,,Porrentruy Switzerland,nan,nan
Pratteln,Switzerland,,Pratteln Switzerland,nan,nan
Prilly,Switzerland,,Prilly Switzerland,nan,nan
Pully,Switzerland,,Pully Switzerland,nan,nan
Rapperswil-Jona,Switzerland,,Rapperswil-Jona Switzerland,nan,nan
Regensberg,Switzerland,,Regensberg Switzerland,nan,nan
Regensdorf,Switzerland,,Regensdorf Switzerland,nan,nan
Reinach,Switzerland,,Reinach Switzerland,nan,nan
Renens,Switzerland,,Renens Switzerland,nan,nan
Rheinau,Switzerland,,Rheinau Switzerland,nan,nan
Rheineck,Switzerland,,Rheineck Switzerland,nan,nan
Rheinfelden,Switzerland,,Rheinfelden Switzerland,nan,nan
Richterswil,Switzerland,,Richterswil Switzerland,nan,nan
Riehen,Switzerland,,Riehen Switzerland,nan,nan
Risch,Switzerland,,Risch Switzerland,nan,nan
Riva San Vitale,Switzerland,,Riva San Vitale Switzerland,nan,nan
Rolle,Switzerland,,Rolle Switzerland,nan,nan
Romainmôtier,Switzerland,,Romainmôtier Switzerland,nan,nan
Romanshorn,Switzerland,,Romanshorn Switzerland,nan,nan
Romont,Switzerland,,Romont Switzerland,nan,nan
Rorschach,Switzerland,,Rorschach Switzerland,nan,nan
Rue,Switzerland,,Rue Switzerland,nan,nan
Rüti,Switzerland,,Rüti Switzerland,nan,nan
Saillon,Switzerland,,Saillon Switzerland,nan,nan
Saint-Maurice,Switzerland,,Saint-Maurice Switzerland,nan,nan
Saint-Prex,Switzerland,,Saint-Prex Switzerland,nan,nan
Saint-Ursanne,Switzerland,,Saint-Ursanne Switzerland,nan,nan
Sargans,Switzerland,,Sargans Switzerland,nan,nan
Sarnen,Switzerland,,Sarnen Switzerland,nan,nan
Schaffhausen,Switzerland,,Schaffhausen Switzerland,nan,nan
Schlieren,Switzerland,,Schlieren Switzerland,nan,nan
Schwyz,Switzerland,,Schwyz Switzerland,nan,nan
Sembrancher,Switzerland,,Sembrancher Switzerland,nan,nan
Sempach,Switzerland,,Sempach Switzerland,nan,nan
Sierre,Switzerland,,Sierre Switzerland,nan,nan
Sion,Switzerland,,Sion Switzerland,nan,nan
Solothurn,Switzerland,,Solothurn Switzerland,nan,nan
Spiez,Switzerland,,Spiez Switzerland,nan,nan
Spreitenbach,Switzerland,,Spreitenbach Switzerland,nan,nan
Splügen,Switzerland,,Splügen Switzerland,nan,nan
St. Gallen,Switzerland,,St. Gallen Switzerland,nan,nan
St. Moritz,Switzerland,,St. Moritz Switzerland,nan,nan
Stäfa,Switzerland,,Stäfa Switzerland,nan,nan
Stans,Switzerland,,Stans Switzerland,nan,nan
Steckborn,Switzerland,,Steckborn Switzerland,nan,nan
Steffisburg,Switzerland,,Steffisburg Switzerland,nan,nan
Steinhausen,Switzerland,,Steinhausen Switzerland,nan,nan
Suhr,Switzerland,,Suhr Switzerland,nan,nan
Stein am Rhein,Switzerland,,Stein am Rhein Switzerland,nan,nan
Sursee,Switzerland,,Sursee Switzerland,nan,nan
Thalwil,Switzerland,,Thalwil Switzerland,nan,nan
Thônex,Switzerland,,Thônex Switzerland,nan,nan
Thun,Switzerland,,Thun Switzerland,nan,nan
Thusis,Switzerland,,Thusis Switzerland,nan,nan
Unterseen,Switzerland,,Unterseen Switzerland,nan,nan
Urdorf,Switzerland,,Urdorf Switzerland,nan,nan
Uster,Switzerland,,Uster Switzerland,nan,nan
Uznach,Switzerland,,Uznach Switzerland,nan,nan
Uzwil,Switzerland,,Uzwil Switzerland,nan,nan
Val-de-Travers,Switzerland,,Val-de-Travers Switzerland,nan,nan
Valangin,Switzerland,,Valangin Switzerland,nan,nan
Vernier,Switzerland,,Vernier Switzerland,nan,nan
Versoix,Switzerland,,Versoix Switzerland,nan,nan
Vevey,Switzerland,,Vevey Switzerland,nan,nan
Veyrier,Switzerland,,Veyrier Switzerland,nan,nan
Villeneuve,Switzerland,,Villeneuve Switzerland,nan,nan
Villars-sur-Glâne,Switzerland,,Villars-sur-Glâne Switzerland,nan,nan
Visp,Switzerland,,Visp Switzerland,nan,nan
Volketswil,Switzerland,,Volketswil Switzerland,nan,nan
Wädenswil,Switzerland,,Wädenswil Switzerland,nan,nan
Waldenburg,Switzerland,,Waldenburg Switzerland,nan,nan
Walenstadt,Switzerland,,Walenstadt Switzerland,nan,nan
Wallisellen,Switzerland,,Wallisellen Switzerland,nan,nan
Wangen an der Aare,Switzerland,,Wangen an der Aare Switzerland,nan,nan
Werdenberg,Switzerland,,Werdenberg Switzerland,nan,nan
Weinfelden,Switzerland,,Weinfelden Switzerland,nan,nan
Wettingen,Switzerland,,Wettingen Switzerland,nan,nan
Wetzikon,Switzerland,,Wetzikon Switzerland,nan,nan
Wiedlisbach,Switzerland,,Wiedlisbach Switzerland,nan,nan
Wil,Switzerland,,Wil Switzerland,nan,nan
Willisau,Switzerland,,Willisau Switzerland,nan,nan
Winterthur,Switzerland,,Winterthur Switzerland,nan,nan
Wohlen,Switzerland,,Wohlen Switzerland,nan,nan
Yverdon-les-Bains,Switzerland,,Yverdon-les-Bains Switzerland,nan,nan
Zermatt,Switzerland,,Zermatt Switzerland,nan,nan
Zofingen,Switzerland,,Zofingen Switzerland,nan,nan
Zollikofen,Switzerland,,Zollikofen Switzerland,nan,nan
Zollikon,Switzerland,,Zollikon Switzerland,nan,nan
Zug,Switzerland,,Zug Switzerland,nan,nan
Zürich,Switzerland,,Zürich Switzerland,nan,nan
Bad Zurzach,Switzerland,,Bad Zurzach Switzerland,nan,nan
Dushanbe,Tajikistan,,Dushanbe Tajikistan,nan,nan
Khujand,Tajikistan,,Khujand Tajikistan,nan,nan
Bokhtar,Tajikistan,,Bokhtar Tajikistan,nan,nan
Kulob,Tajikistan,,Kulob Tajikistan,nan,nan
Istaravshan,Tajikistan,,Istaravshan Tajikistan,nan,nan
Tursunzoda,Tajikistan,,Tursunzoda Tajikistan,nan,nan
Konibodom,Tajikistan,,Konibodom Tajikistan,nan,nan
Isfara,Tajikistan,,Isfara Tajikistan,nan,nan
Panjakent,Tajikistan,,Panjakent Tajikistan,nan,nan
Vahdat,Tajikistan,,Vahdat Tajikistan,nan,nan
Yovon,Tajikistan,,Yovon Tajikistan,nan,nan
Buston,Tajikistan,,Buston Tajikistan,nan,nan
Norak,Tajikistan,,Norak Tajikistan,nan,nan
Danghara,Tajikistan,,Danghara Tajikistan,nan,nan
Khorugh,Tajikistan,,Khorugh Tajikistan,nan,nan
Hisor,Tajikistan,,Hisor Tajikistan,nan,nan
Farkhor,Tajikistan,,Farkhor Tajikistan,nan,nan
Somoniyon,Tajikistan,,Somoniyon Tajikistan,nan,nan
Hulbuk,Tajikistan,,Hulbuk Tajikistan,nan,nan
Moskovskiy,Tajikistan,,Moskovskiy Tajikistan,nan,nan
Ghafurov,Tajikistan,,Ghafurov Tajikistan,nan,nan
Zafarobod,Tajikistan,,Zafarobod Tajikistan,nan,nan
Mirzo Tursunzoda,Tajikistan,,Mirzo Tursunzoda Tajikistan,nan,nan
Balkh,Tajikistan,,Balkh Tajikistan,nan,nan
Dusti,Tajikistan,,Dusti Tajikistan,nan,nan
Navkat,Tajikistan,,Navkat Tajikistan,nan,nan
Shaydon,Tajikistan,,Shaydon Tajikistan,nan,nan
Guliston,Tajikistan,,Guliston Tajikistan,nan,nan
Levakant,Tajikistan,,Levakant Tajikistan,nan,nan
Istiqlol,Tajikistan,,Istiqlol Tajikistan,nan,nan
Shahritus,Tajikistan,,Shahritus Tajikistan,nan,nan
Ghonchi,Tajikistan,,Ghonchi Tajikistan,nan,nan
Mehrobod,Tajikistan,,Mehrobod Tajikistan,nan,nan
Adrasmon,Tajikistan,,Adrasmon Tajikistan,nan,nan
Vakhsh,Tajikistan,,Vakhsh Tajikistan,nan,nan
Roghun,Tajikistan,,Roghun Tajikistan,nan,nan
Sharora,Tajikistan,,Sharora Tajikistan,nan,nan
Mu'minobod,Tajikistan,,Mu'minobod Tajikistan,nan,nan
Abdurahmoni Jomi,Tajikistan,,Abdurahmoni Jomi Tajikistan,nan,nan
Panj,Tajikistan,,Panj Tajikistan,nan,nan
Mehnatobod,Tajikistan,,Mehnatobod Tajikistan,nan,nan
Nu'mon Roziq,Tajikistan,,Nu'mon Roziq Tajikistan,nan,nan
Obikiik,Tajikistan,,Obikiik Tajikistan,nan,nan
Qubodiyon,Tajikistan,,Qubodiyon Tajikistan,nan,nan
Homid Aliev,Tajikistan,,Homid Aliev Tajikistan,nan,nan
Sovet,Tajikistan,,Sovet Tajikistan,nan,nan
Fayzobod,Tajikistan,,Fayzobod Tajikistan,nan,nan
Navobod,Tajikistan,,Navobod Tajikistan,nan,nan
Dar es Salaam,Tanzania,,Dar es Salaam Tanzania,nan,nan
Mwanza,Tanzania,,Mwanza Tanzania,nan,nan
Arusha,Tanzania,,Arusha Tanzania,nan,nan
Mbeya,Tanzania,,Mbeya Tanzania,nan,nan
Morogoro,Tanzania,,Morogoro Tanzania,nan,nan
Tanga,Tanzania,,Tanga Tanzania,nan,nan
Kahama,Tanzania,,Kahama Tanzania,nan,nan
Tabora,Tanzania,,Tabora Tanzania,nan,nan
Zanzibar City,Tanzania,,Zanzibar City Tanzania,nan,nan
Kigoma,Tanzania,,Kigoma Tanzania,nan,nan
Dodoma,Tanzania,,Dodoma Tanzania,nan,nan
Sumbawanga,Tanzania,,Sumbawanga Tanzania,nan,nan
Kasulu,Tanzania,,Kasulu Tanzania,nan,nan
Songea,Tanzania,,Songea Tanzania,nan,nan
Moshi,Tanzania,,Moshi Tanzania,nan,nan
Musoma,Tanzania,,Musoma Tanzania,nan,nan
