City,Country,Scraping Link,Location,translated_original,translated_mymemory
Liptovský Hrádok,Slovakia,,Liptovský Hrádok Slovakia,Liptovský Hrádok Slovakia,Liptovský Hrádok Slovakia
Trstená,Slovakia,,Trstená Slovakia,Trstená Slovakia,Trstená Slovakia
Nová Baňa,Slovakia,,Nová Baňa Slovakia,Nová Baňa Slovakia,Nová Baňa Slovakia
Šahy,Slovakia,,Šahy Slovakia,Šahy Slovakia,Šahy Slovakia
Tornaľa,Slovakia,,Tornaľa Slovakia,Tornaľa Slovakia,Tornaľa Slovakia
Krásno nad Kysucou,Slovakia,,Krásno nad Kysucou Slovakia,Krásno nad Kysucou Slovakia,Krásno nad Kysucou Slovakia
Želiezovce,Slovakia,,Želiezovce Slovakia,Želiezovce Slovakia,Želiezovce Slovakia
Spišská Belá,Slovakia,,Spišská Belá Slovakia,Spišská Belá Slovakia,Spišská Belá Slovakia
Lipany,Slovakia,,Lipany Slovakia,Lipany Slovakia,Lipany Slovakia
Medzilaborce,Slovakia,,Medzilaborce Slovakia,Medzilaborce Slovakia,Medzilaborce Slovakia
Veľký Šariš,Slovakia,,Veľký Šariš Slovakia,Veľký Šariš Slovakia,Veľký Šariš Slovakia
Nemšová,Slovakia,,Nemšová Slovakia,Nemšová Slovakia,Nemšová Slovakia
Sobrance,Slovakia,,Sobrance Slovakia,Sobrance Slovakia,Sobrance Slovakia
Turčianske Teplice,Slovakia,,Turčianske Teplice Slovakia,Turčianske Teplice Slovakia,Turčianske Teplice Slovakia
Žarnovica,Slovakia,,Žarnovica Slovakia,Žarnovica Slovakia,Žarnovica Slovakia
Gelnica,Slovakia,,Gelnica Slovakia,Gelnica Slovakia,Gelnica Slovakia
Vrbové,Slovakia,,Vrbové Slovakia,Vrbové Slovakia,Vrbové Slovakia
Rajec,Slovakia,,Rajec Slovakia,Rajec Slovakia,Rajec Slovakia
Svätý Jur,Slovakia,,Svätý Jur Slovakia,Svätý Jur Slovakia,Svätý Jur Slovakia
Dobšiná,Slovakia,,Dobšiná Slovakia,Dobšiná Slovakia,Dobšiná Slovakia
Poltár,Slovakia,,Poltár Slovakia,Poltár Slovakia,Poltár Slovakia
Gabčíkovo,Slovakia,,Gabčíkovo Slovakia,Gabčíkovo Slovakia,Gabčíkovo Slovakia
Ilava,Slovakia,,Ilava Slovakia,Ilava Slovakia,Ilava Slovakia
Kremnica,Slovakia,,Kremnica Slovakia,Kremnica Slovakia,Kremnica Slovakia
Sládkovičovo,Slovakia,,Sládkovičovo Slovakia,Sládkovičovo Slovakia,Sládkovičovo Slovakia
Gbely,Slovakia,,Gbely Slovakia,Gbely Slovakia,Gbely Slovakia
Nesvady,Slovakia,,Nesvady Slovakia,Nesvady Slovakia,Nesvady Slovakia
Bojnice,Slovakia,,Bojnice Slovakia,Bojnice Slovakia,Bojnice Slovakia
Šaštín-Stráže,Slovakia,,Šaštín-Stráže Slovakia,Šaštín-Stráže Slovakia,Šaštín-Stráže Slovakia
Sliač,Slovakia,,Sliač Slovakia,Sliač Slovakia,Sliač Slovakia
Brezová pod Bradlom,Slovakia,,Brezová pod Bradlom Slovakia,Brezová pod Bradlom Slovakia,Brezová pod Bradlom Slovakia
Medzev,Slovakia,,Medzev Slovakia,Medzev Slovakia,Medzev Slovakia
Turany,Slovakia,,Turany Slovakia,Turany Slovakia,Turany Slovakia
Strážske,Slovakia,,Strážske Slovakia,Strážske Slovakia,Strážske Slovakia
Nováky,Slovakia,,Nováky Slovakia,Nováky Slovakia,Nováky Slovakia
Trenčianske Teplice,Slovakia,,Trenčianske Teplice Slovakia,Trenčianske Teplice Slovakia,Trenčianske Teplice Slovakia
Leopoldov,Slovakia,,Leopoldov Slovakia,Leopoldov Slovakia,Leopoldov Slovakia
Giraltovce,Slovakia,,Giraltovce Slovakia,Giraltovce Slovakia,Giraltovce Slovakia
Tisovec,Slovakia,,Tisovec Slovakia,Tisovec Slovakia,Tisovec Slovakia
Vysoké Tatry,Slovakia,,Vysoké Tatry Slovakia,Vysoké Tatry Slovakia,Vysoké Tatry Slovakia
Spišské Podhradie,Slovakia,,Spišské Podhradie Slovakia,Spišské Podhradie Slovakia,Spišské Podhradie Slovakia
Hanušovce nad Topľou,Slovakia,,Hanušovce nad Topľou Slovakia,Hanušovce nad Topľou Slovakia,Hanušovce nad Topľou Slovakia
Čierna nad Tisou,Slovakia,,Čierna nad Tisou Slovakia,Čierna nad Tisou Slovakia,Čierna nad Tisou Slovakia
Tlmače,Slovakia,,Tlmače Slovakia,Tlmače Slovakia,Tlmače Slovakia
Spišské Vlachy,Slovakia,,Spišské Vlachy Slovakia,Spišské Vlachy Slovakia,Spišské Vlachy Slovakia
Jelšava,Slovakia,,Jelšava Slovakia,Jelšava Slovakia,Jelšava Slovakia
Podolínec,Slovakia,,Podolínec Slovakia,Podolínec Slovakia,Podolínec Slovakia
Rajecké Teplice,Slovakia,,Rajecké Teplice Slovakia,Rajecké Teplice Slovakia,Rajecké Teplice Slovakia
Spišská Stará Ves,Slovakia,,Spišská Stará Ves Slovakia,Spišská Stará Ves Slovakia,Spišská Stará Ves Slovakia
Modrý Kameň,Slovakia,,Modrý Kameň Slovakia,Modrý Kameň Slovakia,Modrý Kameň Slovakia
Dudince,Slovakia,,Dudince Slovakia,Dudince Slovakia,Dudince Slovakia
Ljubljana,Slovenia,,Ljubljana Slovenia,Ljubljana Slovenia,Ljubljana Slovenia
Maribor,Slovenia,,Maribor Slovenia,Maribor Slovenia,Maribor Slovenia
Kranj,Slovenia,,Kranj Slovenia,Kranj Slovenia,Kranj Slovenia
Celje,Slovenia,,Celje Slovenia,Celje Slovenia,Celje Slovenia
Koper,Slovenia,,Koper Slovenia,Koper Slovenia,Koper Slovenia
Velenje,Slovenia,,Velenje Slovenia,Velenje Slovenia,Velenje Slovenia
Novo Mesto,Slovenia,,Novo Mesto Slovenia,Novo Mesto Slovenia,Novo Mesto Slovenia
Ptuj,Slovenia,,Ptuj Slovenia,Ptuj Slovenia,Ptuj Slovenia
Kamnik,Slovenia,,Kamnik Slovenia,Kamnik Slovenia,Kamnik Slovenia
Jesenice,Slovenia,,Jesenice Slovenia,Jesenice Slovenia,Jesenice Slovenia
Trbovlje,Slovenia,,Trbovlje Slovenia,Trbovlje Slovenia,Trbovlje Slovenia
Domžale,Slovenia,,Domžale Slovenia,Domžale Slovenia,Domžale Slovenia
Nova Gorica,Slovenia,,Nova Gorica Slovenia,Nova Gorica Slovenia,Nova Gorica Slovenia
Škofja Loka,Slovenia,,Škofja Loka Slovenia,Škofja Loka Slovenia,Škofja Loka Slovenia
Izola,Slovenia,,Izola Slovenia,Izola Slovenia,Izola Slovenia
Murska Sobota,Slovenia,,Murska Sobota Slovenia,Murska Sobota Slovenia,Murska Sobota Slovenia
Logatec,Slovenia,,Logatec Slovenia,Logatec Slovenia,Logatec Slovenia
Postojna,Slovenia,,Postojna Slovenia,Postojna Slovenia,Postojna Slovenia
Vrhnika,Slovenia,,Vrhnika Slovenia,Vrhnika Slovenia,Vrhnika Slovenia
Slovenska Bistrica,Slovenia,,Slovenska Bistrica Slovenia,Slovenska Bistrica Slovenia,Slovenska Bistrica Slovenia
Kočevje,Slovenia,,Kočevje Slovenia,Kočevje Slovenia,Kočevje Slovenia
Grosuplje,Slovenia,,Grosuplje Slovenia,Grosuplje Slovenia,Grosuplje Slovenia
Slovenj Gradec,Slovenia,,Slovenj Gradec Slovenia,Slovenj Gradec Slovenia,Slovenj Gradec Slovenia
Mengeš,Slovenia,,Mengeš Slovenia,Mengeš Slovenia,Mengeš Slovenia
Ravne na Koroškem,Slovenia,,Ravne na Koroškem Slovenia,Ravne na Koroškem Slovenia,Ravne na Koroškem Slovenia
Ajdovščina,Slovenia,,Ajdovščina Slovenia,Ajdovščina Slovenia,Ajdovščina Slovenia
Brežice,Slovenia,,Brežice Slovenia,Brežice Slovenia,Brežice Slovenia
Krško,Slovenia,,Krško Slovenia,Krško Slovenia,Krško Slovenia
Litija,Slovenia,,Litija Slovenia,Litija Slovenia,Litija Slovenia
Sežana,Slovenia,,Sežana Slovenia,Sežana Slovenia,Sežana Slovenia
Radovljica,Slovenia,,Radovljica Slovenia,Radovljica Slovenia,Radovljica Slovenia
Zagorje ob Savi,Slovenia,,Zagorje ob Savi Slovenia,Zagorje ob Savi Slovenia,Zagorje ob Savi Slovenia
Idrija,Slovenia,,Idrija Slovenia,Idrija Slovenia,Idrija Slovenia
Črnomelj,Slovenia,,Črnomelj Slovenia,Črnomelj Slovenia,Črnomelj Slovenia
Medvode,Slovenia,,Medvode Slovenia,Medvode Slovenia,Medvode Slovenia
Slovenske Konjice,Slovenia,,Slovenske Konjice Slovenia,Slovenske Konjice Slovenia,Slovenske Konjice Slovenia
Bled,Slovenia,,Bled Slovenia,Bled Slovenia,Bled Slovenia
Rogaška Slatina,Slovenia,,Rogaška Slatina Slovenia,Rogaška Slatina Slovenia,Rogaška Slatina Slovenia
Žalec,Slovenia,,Žalec Slovenia,Žalec Slovenia,Žalec Slovenia
Šentjur,Slovenia,,Šentjur Slovenia,Šentjur Slovenia,Šentjur Slovenia
Hrastnik,Slovenia,,Hrastnik Slovenia,Hrastnik Slovenia,Hrastnik Slovenia
Sevnica,Slovenia,,Sevnica Slovenia,Sevnica Slovenia,Sevnica Slovenia
Prevalje,Slovenia,,Prevalje Slovenia,Prevalje Slovenia,Prevalje Slovenia
Ilirska Bistrica,Slovenia,,Ilirska Bistrica Slovenia,Ilirska Bistrica Slovenia,Ilirska Bistrica Slovenia
Ruše,Slovenia,,Ruše Slovenia,Ruše Slovenia,Ruše Slovenia
Cerknica,Slovenia,,Cerknica Slovenia,Cerknica Slovenia,Cerknica Slovenia
Trebnje,Slovenia,,Trebnje Slovenia,Trebnje Slovenia,Trebnje Slovenia
Tržič,Slovenia,,Tržič Slovenia,Tržič Slovenia,Tržič Slovenia
Žiri,Slovenia,,Žiri Slovenia,Žiri Slovenia,Žiri Slovenia
Ribnica,Slovenia,,Ribnica Slovenia,Ribnica Slovenia,Ribnica Slovenia
Piran,Slovenia,,Piran Slovenia,Piran Slovenia,Piran Slovenia
Šempeter pri Gorici,Slovenia,,Šempeter pri Gorici Slovenia,Šempeter pri Gorici Slovenia,Šempeter pri Gorici Slovenia
Lenart v Slovenskih Goricah,Slovenia,,Lenart v Slovenskih Goricah Slovenia,Lenart v Slovenskih Goricah Slovenia,Lenart v Slovenskih Goricah Slovenia
Laško,Slovenia,,Laško Slovenia,Laško Slovenia,Laško Slovenia
Ljutomer,Slovenia,,Ljutomer Slovenia,Ljutomer Slovenia,Ljutomer Slovenia
Metlika,Slovenia,,Metlika Slovenia,Metlika Slovenia,Metlika Slovenia
Tolmin,Slovenia,,Tolmin Slovenia,Tolmin Slovenia,Tolmin Slovenia
Gornja Radgona,Slovenia,,Gornja Radgona Slovenia,Gornja Radgona Slovenia,Gornja Radgona Slovenia
Mežica,Slovenia,,Mežica Slovenia,Mežica Slovenia,Mežica Slovenia
Zreče,Slovenia,,Zreče Slovenia,Zreče Slovenia,Zreče Slovenia
Šoštanj,Slovenia,,Šoštanj Slovenia,Šoštanj Slovenia,Šoštanj Slovenia
Dravograd,Slovenia,,Dravograd Slovenia,Dravograd Slovenia,Dravograd Slovenia
Železniki,Slovenia,,Železniki Slovenia,Železniki Slovenia,Železniki Slovenia
Lendava,Slovenia,,Lendava Slovenia,Lendava Slovenia,Lendava Slovenia
Radeče,Slovenia,,Radeče Slovenia,Radeče Slovenia,Radeče Slovenia
Ormož,Slovenia,,Ormož Slovenia,Ormož Slovenia,Ormož Slovenia
Bovec,Slovenia,,Bovec Slovenia,Bovec Slovenia,Bovec Slovenia
Višnja Gora,Slovenia,,Višnja Gora Slovenia,Višnja Gora Slovenia,Višnja Gora Slovenia
Kostanjevica na Krki,Slovenia,,Kostanjevica na Krki Slovenia,Kostanjevica na Krki Slovenia,Kostanjevica na Krki Slovenia
Auki,Solomon Islands,,Auki Solomon Islands,Auki Solomon Islands,Auki Solomon Islands
Buala,Solomon Islands,,Buala Solomon Islands,Buala Solomon Islands,Buala Solomon Islands
Gizo,Solomon Islands,,Gizo Solomon Islands,Gizo Solomon Islands,Gizo Solomon Islands
Honiara,Solomon Islands,,Honiara Solomon Islands,Honiara Solomon Islands,Honiara Solomon Islands
Kamaosi,Solomon Islands,,Kamaosi Solomon Islands,Kamaosi Solomon Islands,Kamaosi Solomon Islands
Kirakira,Solomon Islands,,Kirakira Solomon Islands,Kirakira Solomon Islands,Kirakira Solomon Islands
Lata,Solomon Islands,,Lata Solomon Islands,Lata Solomon Islands,Lata Solomon Islands
Maniora,Solomon Islands,,Maniora Solomon Islands,Maniora Solomon Islands,Maniora Solomon Islands
Munda,Solomon Islands,,Munda Solomon Islands,Munda Solomon Islands,Munda Solomon Islands
Noro,Solomon Islands,,Noro Solomon Islands,Noro Solomon Islands,Noro Solomon Islands
Taro Island,Solomon Islands,,Taro Island Solomon Islands,Taro Island Solomon Islands,Taro Island Solomon Islands
Tigoa,Solomon Islands,,Tigoa Solomon Islands,Tigoa Solomon Islands,Tigoa Solomon Islands
Tulagi,Solomon Islands,,Tulagi Solomon Islands,Tulagi Solomon Islands,Tulagi Solomon Islands
São Paulo,Brazil,,São Paulo Brazil,São Paulo Brazil,São Paulo Brazil
Lima,Peru,,Lima Peru,Lima Peru,Lima Peru
Bogotá,Colombia,,Bogotá Colombia,Bogotá Colombia,Bogotá Colombia
Rio de Janeiro,Brazil,,Rio de Janeiro Brazil,Rio de Janeiro Brazil,Rio de Janeiro Brazil
Santiago,Chile,,Santiago Chile,Santiago Chile,Santiago Chile
Caracas,Venezuela,,Caracas Venezuela,Caracas Venezuela,Caracas Venezuela
Buenos Aires,Argentina,,Buenos Aires Argentina,Buenos Aires Argentina,Buenos Aires Argentina
Salvador,Brazil,,Salvador Brazil,Salvador Brazil,Salvador Brazil
Brasília,Brazil,,Brasília Brazil,Brasília Brazil,Brasília Brazil
Fortaleza,Brazil,,Fortaleza Brazil,Fortaleza Brazil,Fortaleza Brazil
Guayaquil,Ecuador,,Guayaquil Ecuador,Guayaquil Ecuador,Guayaquil Ecuador
Quito,Ecuador,,Quito Ecuador,Quito Ecuador,Quito Ecuador
Belo Horizonte,Brazil,,Belo Horizonte Brazil,Belo Horizonte Brazil,Belo Horizonte Brazil
Medellín,Colombia,,Medellín Colombia,Medellín Colombia,Medellín Colombia
Cali,Colombia,,Cali Colombia,Cali Colombia,Cali Colombia
Manaus,Brazil,,Manaus Brazil,Manaus Brazil,Manaus Brazil
Curitiba,Brazil,,Curitiba Brazil,Curitiba Brazil,Curitiba Brazil
Maracaibo,Venezuela,,Maracaibo Venezuela,Maracaibo Venezuela,Maracaibo Venezuela
Recife,Brazil,,Recife Brazil,Recife Brazil,Recife Brazil
Santa Cruz de la Sierra,Bolivia,,Santa Cruz de la Sierra Bolivia,Santa Cruz de la Sierra Bolivia,Santa Cruz de la Sierra Bolivia
Porto Alegre,Brazil,,Porto Alegre Brazil,Porto Alegre Brazil,Porto Alegre Brazil
Belém,Brazil,,Belém Brazil,Belém Brazil,Belém Brazil
Goiânia,Brazil,,Goiânia Brazil,Goiânia Brazil,Goiânia Brazil
Córdoba,Argentina,,Córdoba Argentina,Córdoba Argentina,Córdoba Argentina
Montevideo,Uruguay,,Montevideo Uruguay,Montevideo Uruguay,Montevideo Uruguay
Guarulhos,Brazil,,Guarulhos Brazil,Guarulhos Brazil,Guarulhos Brazil
Barranquilla,Colombia,,Barranquilla Colombia,Barranquilla Colombia,Barranquilla Colombia
Campinas,Brazil,,Campinas Brazil,Campinas Brazil,Campinas Brazil
Barquisimeto,Venezuela,,Barquisimeto Venezuela,Barquisimeto Venezuela,Barquisimeto Venezuela
São Luís,Brazil,,São Luís Brazil,São Luís Brazil,São Luís Brazil
São Gonçalo,Brazil,,São Gonçalo Brazil,São Gonçalo Brazil,São Gonçalo Brazil
Maceió,Brazil,,Maceió Brazil,Maceió Brazil,Maceió Brazil
Callao,Peru,,Callao Peru,Callao Peru,Callao Peru
Rosario,Argentina,,Rosario Argentina,Rosario Argentina,Rosario Argentina
Cartagena,Colombia,,Cartagena Colombia,Cartagena Colombia,Cartagena Colombia
Valencia,Venezuela,,Valencia Venezuela,Valencia Venezuela,Valencia Venezuela
El Alto,Bolivia,,El Alto Bolivia,El Alto Bolivia,El Alto Bolivia
Duque de Caxias,Brazil,,Duque de Caxias Brazil,Duque de Caxias Brazil,Duque de Caxias Brazil
Ciudad Guayana,Venezuela,,Ciudad Guayana Venezuela,Ciudad Guayana Venezuela,Ciudad Guayana Venezuela
Natal,Brazil,,Natal Brazil,Natal Brazil,Natal Brazil
Arequipa,Peru,,Arequipa Peru,Arequipa Peru,Arequipa Peru
Campo Grande,Brazil,,Campo Grande Brazil,Campo Grande Brazil,Campo Grande Brazil
Teresina,Brazil,,Teresina Brazil,Teresina Brazil,Teresina Brazil
São Bernardo do Campo,Brazil,,São Bernardo do Campo Brazil,São Bernardo do Campo Brazil,São Bernardo do Campo Brazil
Nova Iguaçu,Brazil,,Nova Iguaçu Brazil,Nova Iguaçu Brazil,Nova Iguaçu Brazil
Trujillo,Peru,,Trujillo Peru,Trujillo Peru,Trujillo Peru
João Pessoa,Brazil,,João Pessoa Brazil,João Pessoa Brazil,João Pessoa Brazil
La Paz,Bolivia,,La Paz Bolivia,La Paz Bolivia,La Paz Bolivia
Santo André,Brazil,,Santo André Brazil,Santo André Brazil,Santo André Brazil
Osasco,Brazil,,Osasco Brazil,Osasco Brazil,Osasco Brazil
São José dos Campos,Brazil,,São José dos Campos Brazil,São José dos Campos Brazil,São José dos Campos Brazil
La Plata,Argentina,,La Plata Argentina,La Plata Argentina,La Plata Argentina
Jaboatão dos Guararapes,Brazil,,Jaboatão dos Guararapes Brazil,Jaboatão dos Guararapes Brazil,Jaboatão dos Guararapes Brazil
Cochabamba,Bolivia,,Cochabamba Bolivia,Cochabamba Bolivia,Cochabamba Bolivia
Ribeirão Preto,Brazil,,Ribeirão Preto Brazil,Ribeirão Preto Brazil,Ribeirão Preto Brazil
Uberlândia,Brazil,,Uberlândia Brazil,Uberlândia Brazil,Uberlândia Brazil
Contagem,Brazil,,Contagem Brazil,Contagem Brazil,Contagem Brazil
Sorocaba,Brazil,,Sorocaba Brazil,Sorocaba Brazil,Sorocaba Brazil
Mar del Plata,Argentina,,Mar del Plata Argentina,Mar del Plata Argentina,Mar del Plata Argentina
Aracaju,Brazil,,Aracaju Brazil,Aracaju Brazil,Aracaju Brazil
Cúcuta,Colombia,,Cúcuta Colombia,Cúcuta Colombia,Cúcuta Colombia
Feira de Santana,Brazil,,Feira de Santana Brazil,Feira de Santana Brazil,Feira de Santana Brazil
Soledad,Colombia,,Soledad Colombia,Soledad Colombia,Soledad Colombia
Puente Alto,Chile,,Puente Alto Chile,Puente Alto Chile,Puente Alto Chile
Chiclayo,Peru,,Chiclayo Peru,Chiclayo Peru,Chiclayo Peru
Salta,Argentina,,Salta Argentina,Salta Argentina,Salta Argentina
San Miguel de Tucumán,Argentina,,San Miguel de Tucumán Argentina,San Miguel de Tucumán Argentina,San Miguel de Tucumán Argentina
Maturín,Venezuela,,Maturín Venezuela,Maturín Venezuela,Maturín Venezuela
Cuenca,Ecuador,,Cuenca Ecuador,Cuenca Ecuador,Cuenca Ecuador
Cuiabá,Brazil,,Cuiabá Brazil,Cuiabá Brazil,Cuiabá Brazil
Joinville,Brazil,,Joinville Brazil,Joinville Brazil,Joinville Brazil
Juiz de Fora,Brazil,,Juiz de Fora Brazil,Juiz de Fora Brazil,Juiz de Fora Brazil
Londrina,Brazil,,Londrina Brazil,Londrina Brazil,Londrina Brazil
Asunción,Paraguay,,Asunción Paraguay,Asunción Paraguay,Asunción Paraguay
Ibagué,Colombia,,Ibagué Colombia,Ibagué Colombia,Ibagué Colombia
Aparecida de Goiânia,Brazil,,Aparecida de Goiânia Brazil,Aparecida de Goiânia Brazil,Aparecida de Goiânia Brazil
Bucaramanga,Colombia,,Bucaramanga Colombia,Bucaramanga Colombia,Bucaramanga Colombia
Ananindeua,Brazil,,Ananindeua Brazil,Ananindeua Brazil,Ananindeua Brazil
Soacha,Colombia,,Soacha Colombia,Soacha Colombia,Soacha Colombia
Porto Velho,Brazil,,Porto Velho Brazil,Porto Velho Brazil,Porto Velho Brazil
Colombo,Sri Lanka,,Colombo Sri Lanka,Colombo Sri Lanka,Colombo Sri Lanka
Dehiwala- Mount Lavinia,Sri Lanka,,Dehiwala- Mount Lavinia Sri Lanka,Dehiwala- Mount Lavinia Sri Lanka,Dehiwala- Mount Lavinia Sri Lanka
Moratuwa,Sri Lanka,,Moratuwa Sri Lanka,Moratuwa Sri Lanka,Moratuwa Sri Lanka
Sri Jayawardenepura Kotte,Sri Lanka,,Sri Jayawardenepura Kotte Sri Lanka,Sri Jayawardenepura Kotte Sri Lanka,Sri Jayawardenepura Kotte Sri Lanka
Negombo,Sri Lanka,,Negombo Sri Lanka,Negombo Sri Lanka,Negombo Sri Lanka
Kandy,Sri Lanka,,Kandy Sri Lanka,Kandy Sri Lanka,Kandy Sri Lanka
Kalmunai,Sri Lanka,,Kalmunai Sri Lanka,Kalmunai Sri Lanka,Kalmunai Sri Lanka
Vavuniya,Sri Lanka,,Vavuniya Sri Lanka,Vavuniya Sri Lanka,Vavuniya Sri Lanka
Galle,Sri Lanka,,Galle Sri Lanka,Galle Sri Lanka,Galle Sri Lanka
Trincomalee,Sri Lanka,,Trincomalee Sri Lanka,Trincomalee Sri Lanka,Trincomalee Sri Lanka
Batticaloa,Sri Lanka,,Batticaloa Sri Lanka,Batticaloa Sri Lanka,Batticaloa Sri Lanka
Matale,Sri Lanka,,Matale Sri Lanka,Matale Sri Lanka,Matale Sri Lanka
Katunayake,Sri Lanka,,Katunayake Sri Lanka,Katunayake Sri Lanka,Katunayake Sri Lanka
Dambulla,Sri Lanka,,Dambulla Sri Lanka,Dambulla Sri Lanka,Dambulla Sri Lanka
Kolonnawa,Sri Lanka,,Kolonnawa Sri Lanka,Kolonnawa Sri Lanka,Kolonnawa Sri Lanka
Anuradhapura,Sri Lanka,,Anuradhapura Sri Lanka,Anuradhapura Sri Lanka,Anuradhapura Sri Lanka
Ratnapura,Sri Lanka,,Ratnapura Sri Lanka,Ratnapura Sri Lanka,Ratnapura Sri Lanka
Aarau,Switzerland,,Aarau Switzerland,Aarau Switzerland,Aarau Switzerland
Aarberg,Switzerland,,Aarberg Switzerland,Aarberg Switzerland,Aarberg Switzerland
Aarburg,Switzerland,,Aarburg Switzerland,Aarburg Switzerland,Aarburg Switzerland
Adliswil,Switzerland,,Adliswil Switzerland,Adliswil Switzerland,Adliswil Switzerland
Aesch,Switzerland,,Aesch Switzerland,Aesch Switzerland,Aesch Switzerland
Affoltern am Albis,Switzerland,,Affoltern am Albis Switzerland,Affoltern am Albis Switzerland,Affoltern am Albis Switzerland
Agno,Switzerland,,Agno Switzerland,Agno Switzerland,Agno Switzerland
Aigle,Switzerland,,Aigle Switzerland,Aigle Switzerland,Aigle Switzerland
Allschwil,Switzerland,,Allschwil Switzerland,Allschwil Switzerland,Allschwil Switzerland
Altdorf,Switzerland,,Altdorf Switzerland,Altdorf Switzerland,Altdorf Switzerland
Altstätten,Switzerland,,Altstätten Switzerland,Altstätten Switzerland,Altstätten Switzerland
Amriswil,Switzerland,,Amriswil Switzerland,Amriswil Switzerland,Amriswil Switzerland
Appenzell,Switzerland,,Appenzell Switzerland,Appenzell Switzerland,Appenzell Switzerland
Arbon,Switzerland,,Arbon Switzerland,Arbon Switzerland,Arbon Switzerland
Arlesheim,Switzerland,,Arlesheim Switzerland,Arlesheim Switzerland,Arlesheim Switzerland
Arosa,Switzerland,,Arosa Switzerland,Arosa Switzerland,Arosa Switzerland
Arth,Switzerland,,Arth Switzerland,Arth Switzerland,Arth Switzerland
Ascona,Switzerland,,Ascona Switzerland,Ascona Switzerland,Ascona Switzerland
Aubonne,Switzerland,,Aubonne Switzerland,Aubonne Switzerland,Aubonne Switzerland
Avenches,Switzerland,,Avenches Switzerland,Avenches Switzerland,Avenches Switzerland
Baar,Switzerland,,Baar Switzerland,Baar Switzerland,Baar Switzerland
Baden,Switzerland,,Baden Switzerland,Baden Switzerland,Baden Switzerland
Basel,Switzerland,,Basel Switzerland,Basel Switzerland,Basel Switzerland
Bassersdorf,Switzerland,,Bassersdorf Switzerland,Bassersdorf Switzerland,Bassersdorf Switzerland
Bellinzona,Switzerland,,Bellinzona Switzerland,Bellinzona Switzerland,Bellinzona Switzerland
Belp,Switzerland,,Belp Switzerland,Belp Switzerland,Belp Switzerland
Bern,Switzerland,,Bern Switzerland,Bern Switzerland,Bern Switzerland
Beromünster,Switzerland,,Beromünster Switzerland,Beromünster Switzerland,Beromünster Switzerland
Biasca,Switzerland,,Biasca Switzerland,Biasca Switzerland,Biasca Switzerland
Biel/Bienne,Switzerland,,Biel/Bienne Switzerland,Biel/Bienne Switzerland,Biel/Bienne Switzerland
Binningen,Switzerland,,Binningen Switzerland,Binningen Switzerland,Binningen Switzerland
Birsfelden,Switzerland,,Birsfelden Switzerland,Birsfelden Switzerland,Birsfelden Switzerland
Bischofszell,Switzerland,,Bischofszell Switzerland,Bischofszell Switzerland,Bischofszell Switzerland
Boudry,Switzerland,,Boudry Switzerland,Boudry Switzerland,Boudry Switzerland
Bourg-Saint-Pierre,Switzerland,,Bourg-Saint-Pierre Switzerland,Bourg-Saint-Pierre Switzerland,Bourg-Saint-Pierre Switzerland
Bremgarten,Switzerland,,Bremgarten Switzerland,Bremgarten Switzerland,Bremgarten Switzerland
Brig-Glis,Switzerland,,Brig-Glis Switzerland,Brig-Glis Switzerland,Brig-Glis Switzerland
Brugg,Switzerland,,Brugg Switzerland,Brugg Switzerland,Brugg Switzerland
Buchs,Switzerland,,Buchs Switzerland,Buchs Switzerland,Buchs Switzerland
Bülach,Switzerland,,Bülach Switzerland,Bülach Switzerland,Bülach Switzerland
Büren a.A.,Switzerland,,Büren a.A. Switzerland,Büren a.A. Switzerland,Büren a.A. Switzerland
Bulle,Switzerland,,Bulle Switzerland,Bulle Switzerland,Bulle Switzerland
Burgdorf,Switzerland,,Burgdorf Switzerland,Burgdorf Switzerland,Burgdorf Switzerland
Bussigny,Switzerland,,Bussigny Switzerland,Bussigny Switzerland,Bussigny Switzerland
Carouge,Switzerland,,Carouge Switzerland,Carouge Switzerland,Carouge Switzerland
Cham,Switzerland,,Cham Switzerland,Cham Switzerland,Cham Switzerland
Châtel-Saint-Denis,Switzerland,,Châtel-Saint-Denis Switzerland,Châtel-Saint-Denis Switzerland,Châtel-Saint-Denis Switzerland
Chêne-Bougeries,Switzerland,,Chêne-Bougeries Switzerland,Chêne-Bougeries Switzerland,Chêne-Bougeries Switzerland
Chiasso,Switzerland,,Chiasso Switzerland,Chiasso Switzerland,Chiasso Switzerland
Chur,Switzerland,,Chur Switzerland,Chur Switzerland,Chur Switzerland
Conthey,Switzerland,,Conthey Switzerland,Conthey Switzerland,Conthey Switzerland
Coppet,Switzerland,,Coppet Switzerland,Coppet Switzerland,Coppet Switzerland
Cossonay,Switzerland,,Cossonay Switzerland,Cossonay Switzerland,Cossonay Switzerland
Croglio,Switzerland,,Croglio Switzerland,Croglio Switzerland,Croglio Switzerland
Crissier,Switzerland,,Crissier Switzerland,Crissier Switzerland,Crissier Switzerland
Cudrefin,Switzerland,,Cudrefin Switzerland,Cudrefin Switzerland,Cudrefin Switzerland
Cully,Switzerland,,Cully Switzerland,Cully Switzerland,Cully Switzerland
Davos*,Switzerland,,Davos* Switzerland,Davos* Switzerland,Davos* Switzerland
Delémont,Switzerland,,Delémont Switzerland,Delémont Switzerland,Delémont Switzerland
